id,homonym,judge_meaning,suprisal_GPT2_large,average,sentence,modified_sentence
406,calf,young of domestic cattle,3.291548490524292,2.8,His calf was brown and hairy.,His [young of domestic cattle] calf was brown and hairy.
407,calf,the muscular back part of the shank,3.2892796993255615,3.6,His calf was brown and hairy.,His [the muscular back part of the shank] calf was brown and hairy.
408,calves,young of domestic cattle,3.6155176162719727,4.2,"After a tough morning of training, she let her calves relax.","After a tough morning of training, she let her [young of domestic cattle] calves relax."
409,calves,the muscular back part of the shank,3.7207672595977783,2.0,"After a tough morning of training, she let her calves relax.","After a tough morning of training, she let her [the muscular back part of the shank] calves relax."
410,calves,young of domestic cattle,3.6600193977355957,1.4,"After a tough morning of training, she let her calves relax.","After a tough morning of training, she let her [young of domestic cattle] calves relax."
411,calves,the muscular back part of the shank,3.7371761798858643,4.6,"After a tough morning of training, she let her calves relax.","After a tough morning of training, she let her [the muscular back part of the shank] calves relax."
412,calves,young of domestic cattle,3.7905571460723877,3.4,"After a tough morning of training, she let her calves relax.","After a tough morning of training, she let her [young of domestic cattle] calves relax."
413,calves,the muscular back part of the shank,3.8945181369781494,4.4,"After a tough morning of training, she let her calves relax.","After a tough morning of training, she let her [the muscular back part of the shank] calves relax."
414,calves,young of domestic cattle,3.0880885124206543,3.8,His calves looked as if they were in pain.,His [young of domestic cattle] calves looked as if they were in pain.
415,calves,the muscular back part of the shank,3.130479097366333,2.0,His calves looked as if they were in pain.,His [the muscular back part of the shank] calves looked as if they were in pain.
416,calves,young of domestic cattle,3.1713037490844727,1.0,His calves looked as if they were in pain.,His [young of domestic cattle] calves looked as if they were in pain.
417,calves,the muscular back part of the shank,3.147817373275757,4.8,His calves looked as if they were in pain.,His [the muscular back part of the shank] calves looked as if they were in pain.
418,calves,young of domestic cattle,3.1580379009246826,2.0,His calves looked as if they were in pain.,His [young of domestic cattle] calves looked as if they were in pain.
419,calves,the muscular back part of the shank,3.17533016204834,4.2,His calves looked as if they were in pain.,His [the muscular back part of the shank] calves looked as if they were in pain.
420,calves,young of domestic cattle,3.3546695709228516,3.6,"They walked to the farm, but their calves were feeling odd when they got there.","They walked to the farm, but their [young of domestic cattle] calves were feeling odd when they got there."
421,calves,the muscular back part of the shank,3.395202398300171,3.8,"They walked to the farm, but their calves were feeling odd when they got there.","They walked to the farm, but their [the muscular back part of the shank] calves were feeling odd when they got there."
422,calves,young of domestic cattle,3.1787734031677246,1.8,"They walked to the farm, but their calves were feeling odd when they got there.","They walked to the farm, but their [young of domestic cattle] calves were feeling odd when they got there."
423,calves,the muscular back part of the shank,3.1917004585266113,4.4,"They walked to the farm, but their calves were feeling odd when they got there.","They walked to the farm, but their [the muscular back part of the shank] calves were feeling odd when they got there."
424,calves,young of domestic cattle,3.39595103263855,1.8,"They walked to the farm, but their calves were feeling odd when they got there.","They walked to the farm, but their [young of domestic cattle] calves were feeling odd when they got there."
425,calves,the muscular back part of the shank,3.4423556327819824,4.6,"They walked to the farm, but their calves were feeling odd when they got there.","They walked to the farm, but their [the muscular back part of the shank] calves were feeling odd when they got there."
426,calf,young of domestic cattle,3.7554426193237305,4.4,"Whilst walking through the field, the calf posed a big problem for John.","Whilst walking through the field, the [young of domestic cattle] calf posed a big problem for John."
427,calf,the muscular back part of the shank,3.8605294227600098,1.4,"Whilst walking through the field, the calf posed a big problem for John.","Whilst walking through the field, the [the muscular back part of the shank] calf posed a big problem for John."
428,calf,young of domestic cattle,3.3819658756256104,2.0,"Whilst walking through the field, the calf posed a big problem for John.","Whilst walking through the field, the [young of domestic cattle] calf posed a big problem for John."
429,calf,the muscular back part of the shank,3.4373626708984375,3.8,"Whilst walking through the field, the calf posed a big problem for John.","Whilst walking through the field, the [the muscular back part of the shank] calf posed a big problem for John."
430,calf,young of domestic cattle,3.783332347869873,4.0,"Whilst walking through the field, the calf posed a big problem for John.","Whilst walking through the field, the [young of domestic cattle] calf posed a big problem for John."
431,calf,the muscular back part of the shank,3.891312599182129,1.8,"Whilst walking through the field, the calf posed a big problem for John.","Whilst walking through the field, the [the muscular back part of the shank] calf posed a big problem for John."
432,calf,young of domestic cattle,2.9363083839416504,4.4,It was very difficult to find out what was wrong with his calf.,It was very difficult to find out what was wrong with his [young of domestic cattle] calf.
433,calf,the muscular back part of the shank,3.019292116165161,1.4,It was very difficult to find out what was wrong with his calf.,It was very difficult to find out what was wrong with his [the muscular back part of the shank] calf.
434,calf,young of domestic cattle,3.0027902126312256,5.0,It was very difficult to find out what was wrong with his calf.,It was very difficult to find out what was wrong with his [young of domestic cattle] calf.
435,calf,the muscular back part of the shank,3.064770221710205,2.4,It was very difficult to find out what was wrong with his calf.,It was very difficult to find out what was wrong with his [the muscular back part of the shank] calf.
436,calf,young of domestic cattle,3.1119654178619385,4.2,It was very difficult to find out what was wrong with his calf.,It was very difficult to find out what was wrong with his [young of domestic cattle] calf.
437,calf,the muscular back part of the shank,3.1734352111816406,1.8,It was very difficult to find out what was wrong with his calf.,It was very difficult to find out what was wrong with his [the muscular back part of the shank] calf.
438,calves,young of domestic cattle,3.4032654762268066,3.2,"The rodeo rider's strong calves were admired by the crowd, who had previously seen her handle the young cattle with less effort.","The rodeo rider's strong [young of domestic cattle] calves were admired by the crowd, who had previously seen her handle the young cattle with less effort."
439,calves,the muscular back part of the shank,3.439098834991455,2.0,"The rodeo rider's strong calves were admired by the crowd, who had previously seen her handle the young cattle with less effort.","The rodeo rider's strong [the muscular back part of the shank] calves were admired by the crowd, who had previously seen her handle the young cattle with less effort."
440,calves,young of domestic cattle,3.505707025527954,3.4,"The rodeo rider's strong calves were admired by the crowd, who had previously seen her handle the young cattle with less effort.","The rodeo rider's strong [young of domestic cattle] calves were admired by the crowd, who had previously seen her handle the young cattle with less effort."
441,calves,the muscular back part of the shank,3.525787353515625,3.6,"The rodeo rider's strong calves were admired by the crowd, who had previously seen her handle the young cattle with less effort.","The rodeo rider's strong [the muscular back part of the shank] calves were admired by the crowd, who had previously seen her handle the young cattle with less effort."
442,calves,young of domestic cattle,3.7099575996398926,3.8,"The rodeo rider's strong calves were admired by the crowd, who had previously seen her handle the young cattle with less effort.","The rodeo rider's strong [young of domestic cattle] calves were admired by the crowd, who had previously seen her handle the young cattle with less effort."
443,calves,the muscular back part of the shank,3.7361090183258057,2.8,"The rodeo rider's strong calves were admired by the crowd, who had previously seen her handle the young cattle with less effort.","The rodeo rider's strong [the muscular back part of the shank] calves were admired by the crowd, who had previously seen her handle the young cattle with less effort."
444,plot,the story that is told in a novel or play or movie etc.,3.6080446243286133,1.0,What did the plot look like?,What did the [the story that is told in a novel or play or movie etc] plot look like?
445,plot,a small area of ground covered by specific vegetation,3.604687452316284,4.6,What did the plot look like?,What did the [a small area of ground covered by specific vegetation] plot look like?
446,plot,the story that is told in a novel or play or movie etc.,3.5100996494293213,1.4,What did the plot look like?,What did the [the story that is told in a novel or play or movie etc] plot look like?
447,plot,a small area of ground covered by specific vegetation,3.488715887069702,3.8,What did the plot look like?,What did the [a small area of ground covered by specific vegetation] plot look like?
448,plot,the story that is told in a novel or play or movie etc.,3.615081548690796,1.8,What did the plot look like?,What did the [the story that is told in a novel or play or movie etc] plot look like?
449,plot,a small area of ground covered by specific vegetation,3.6210949420928955,4.4,What did the plot look like?,What did the [a small area of ground covered by specific vegetation] plot look like?
450,heated,marked by emotional heat; vehement,3.6217079162597656,4.4,"After she stepped out, the room still felt heated.","After she stepped out, the room still felt [marked by emotional heat; vehement] heated."
451,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.6648194789886475,1.8,"After she stepped out, the room still felt heated.","After she stepped out, the room still felt [made warm or hot ('het' is a dialectal variant of 'heated')] heated."
452,heated,marked by emotional heat; vehement,3.819284677505493,4.0,"After she stepped out, the room still felt heated.","After she stepped out, the room still felt [marked by emotional heat; vehement] heated."
453,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.7945802211761475,2.0,"After she stepped out, the room still felt heated.","After she stepped out, the room still felt [made warm or hot ('het' is a dialectal variant of 'heated')] heated."
454,heated,marked by emotional heat; vehement,3.9235050678253174,4.4,"After she stepped out, the room still felt heated.","After she stepped out, the room still felt [marked by emotional heat; vehement] heated."
455,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.856213331222534,1.8,"After she stepped out, the room still felt heated.","After she stepped out, the room still felt [made warm or hot ('het' is a dialectal variant of 'heated')] heated."
456,heated,marked by emotional heat; vehement,3.488804340362549,4.2,"After he stepped into the heated room, tensions quickly rose.","After he stepped into the [marked by emotional heat; vehement] heated room, tensions quickly rose."
457,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.385422468185425,2.6,"After he stepped into the heated room, tensions quickly rose.","After he stepped into the [made warm or hot ('het' is a dialectal variant of 'heated')] heated room, tensions quickly rose."
458,heated,marked by emotional heat; vehement,3.9287869930267334,4.0,"After he stepped into the heated room, tensions quickly rose.","After he stepped into the [marked by emotional heat; vehement] heated room, tensions quickly rose."
459,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.6864633560180664,2.0,"After he stepped into the heated room, tensions quickly rose.","After he stepped into the [made warm or hot ('het' is a dialectal variant of 'heated')] heated room, tensions quickly rose."
460,heated,marked by emotional heat; vehement,3.9722414016723633,4.2,"After he stepped into the heated room, tensions quickly rose.","After he stepped into the [marked by emotional heat; vehement] heated room, tensions quickly rose."
461,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.6889936923980713,1.6,"After he stepped into the heated room, tensions quickly rose.","After he stepped into the [made warm or hot ('het' is a dialectal variant of 'heated')] heated room, tensions quickly rose."
462,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.908414125442505,3.2,Things began to get very heated.,Things began to get very [made warm or hot ('het' is a dialectal variant of 'heated')] heated.
463,heated,marked by emotional heat; vehement,4.179736614227295,3.8,Things began to get very heated.,Things began to get very [marked by emotional heat; vehement] heated.
464,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.535811185836792,1.6,Things began to get very heated.,Things began to get very [made warm or hot ('het' is a dialectal variant of 'heated')] heated.
465,heated,marked by emotional heat; vehement,3.6359965801239014,4.8,Things began to get very heated.,Things began to get very [marked by emotional heat; vehement] heated.
466,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.9307167530059814,2.0,Things began to get very heated.,Things began to get very [made warm or hot ('het' is a dialectal variant of 'heated')] heated.
467,heated,marked by emotional heat; vehement,4.192243576049805,4.0,Things began to get very heated.,Things began to get very [marked by emotional heat; vehement] heated.
468,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.8077239990234375,2.6,It was beginning to get rather heated in the small meeting room.,It was beginning to get rather [made warm or hot ('het' is a dialectal variant of 'heated')] heated in the small meeting room.
469,heated,marked by emotional heat; vehement,3.9765892028808594,2.8,It was beginning to get rather heated in the small meeting room.,It was beginning to get rather [marked by emotional heat; vehement] heated in the small meeting room.
470,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.535827159881592,1.6,It was beginning to get rather heated in the small meeting room.,It was beginning to get rather [made warm or hot ('het' is a dialectal variant of 'heated')] heated in the small meeting room.
471,heated,marked by emotional heat; vehement,3.6236252784729004,4.8,It was beginning to get rather heated in the small meeting room.,It was beginning to get rather [marked by emotional heat; vehement] heated in the small meeting room.
472,heated,made warm or hot ('het' is a dialectal variant of 'heated'),3.863150119781494,1.4,It was beginning to get rather heated in the small meeting room.,It was beginning to get rather [made warm or hot ('het' is a dialectal variant of 'heated')] heated in the small meeting room.
473,heated,marked by emotional heat; vehement,4.044713020324707,4.8,It was beginning to get rather heated in the small meeting room.,It was beginning to get rather [marked by emotional heat; vehement] heated in the small meeting room.
474,leap,"a light, self-propelled movement upwards or forwards",2.8298470973968506,4.6,"He looked like he was on the edge, but his leap still surprised everyone.","He looked like he was on the edge, but his [a light] leap still surprised everyone."
475,leap,an abrupt transition,2.9810142517089844,3.2,"He looked like he was on the edge, but his leap still surprised everyone.","He looked like he was on the edge, but his [an abrupt transition] leap still surprised everyone."
476,leap,"a light, self-propelled movement upwards or forwards",2.951390266418457,4.2,"He looked like he was on the edge, but his leap still surprised everyone.","He looked like he was on the edge, but his [a light] leap still surprised everyone."
477,leap,an abrupt transition,3.1243908405303955,1.4,"He looked like he was on the edge, but his leap still surprised everyone.","He looked like he was on the edge, but his [an abrupt transition] leap still surprised everyone."
478,leap,"a light, self-propelled movement upwards or forwards",2.9923620223999023,3.4,"He looked like he was on the edge, but his leap still surprised everyone.","He looked like he was on the edge, but his [a light] leap still surprised everyone."
479,leap,an abrupt transition,3.177520990371704,4.0,"He looked like he was on the edge, but his leap still surprised everyone.","He looked like he was on the edge, but his [an abrupt transition] leap still surprised everyone."
480,count,determine the number or amount of,3.32320237159729,5.0,She lost count of it all.,She lost [determine the number or amount of] count of it all.
481,count,have faith or confidence in,3.400006055831909,2.4,She lost count of it all.,She lost [have faith or confidence in] count of it all.
482,count,determine the number or amount of,3.2535977363586426,3.0,She lost count of it all.,She lost [determine the number or amount of] count of it all.
483,count,have faith or confidence in,3.289616107940674,2.0,She lost count of it all.,She lost [have faith or confidence in] count of it all.
484,count,determine the number or amount of,3.589895009994507,4.333333333333333,She lost count of it all.,She lost [determine the number or amount of] count of it all.
485,count,have faith or confidence in,3.6495442390441895,1.8,She lost count of it all.,She lost [have faith or confidence in] count of it all.
486,count,the act of counting; reciting numbers in ascending order,3.6978368759155273,3.6,Not one person agreed with the count.,Not one person agreed with the [the act of counting; reciting numbers in ascending order] count.
487,count,a nobleman (in various countries) having rank equal to a British earl,3.6752841472625732,1.8,Not one person agreed with the count.,Not one person agreed with the [a nobleman (in various countries) having rank equal to a British earl] count.
488,count,the act of counting; reciting numbers in ascending order,3.566286325454712,3.8,Not one person agreed with the count.,Not one person agreed with the [the act of counting; reciting numbers in ascending order] count.
489,count,a nobleman (in various countries) having rank equal to a British earl,3.547307014465332,2.0,Not one person agreed with the count.,Not one person agreed with the [a nobleman (in various countries) having rank equal to a British earl] count.
490,count,the act of counting; reciting numbers in ascending order,3.7390034198760986,3.4,Not one person agreed with the count.,Not one person agreed with the [the act of counting; reciting numbers in ascending order] count.
491,count,a nobleman (in various countries) having rank equal to a British earl,3.700773000717163,1.4,Not one person agreed with the count.,Not one person agreed with the [a nobleman (in various countries) having rank equal to a British earl] count.
492,atmosphere,a particular environment or surrounding influence,4.02194881439209,3.4,Such actions have a negative impact on the atmosphere.,Such actions have a negative impact on the [a particular environment or surrounding influence] atmosphere.
493,atmosphere,the mass of air surrounding the Earth,3.794072389602661,3.6,Such actions have a negative impact on the atmosphere.,Such actions have a negative impact on the [the mass of air surrounding the Earth] atmosphere.
494,atmosphere,a particular environment or surrounding influence,4.103654861450195,3.0,Such actions have a negative impact on the atmosphere.,Such actions have a negative impact on the [a particular environment or surrounding influence] atmosphere.
495,atmosphere,the mass of air surrounding the Earth,3.777918815612793,4.8,Such actions have a negative impact on the atmosphere.,Such actions have a negative impact on the [the mass of air surrounding the Earth] atmosphere.
496,atmosphere,a particular environment or surrounding influence,4.088271617889404,3.8,Such actions have a negative impact on the atmosphere.,Such actions have a negative impact on the [a particular environment or surrounding influence] atmosphere.
497,atmosphere,the mass of air surrounding the Earth,3.8094820976257324,3.8,Such actions have a negative impact on the atmosphere.,Such actions have a negative impact on the [the mass of air surrounding the Earth] atmosphere.
498,expressions,the communication (in speech or writing) of your beliefs or opinions,3.8216428756713867,3.8,Ancient people used math to communicate. Their cave walls were full of their expressions.,Ancient people used math to communicate. Their cave walls were full of their [the communication (in speech or writing) of your beliefs or opinions] expressions.
499,expressions,a group of symbols that make a mathematical statement,3.607879400253296,3.0,Ancient people used math to communicate. Their cave walls were full of their expressions.,Ancient people used math to communicate. Their cave walls were full of their [a group of symbols that make a mathematical statement] expressions.
500,expressions,the communication (in speech or writing) of your beliefs or opinions,4.016600608825684,3.2,Ancient people used math to communicate. Their cave walls were full of their expressions.,Ancient people used math to communicate. Their cave walls were full of their [the communication (in speech or writing) of your beliefs or opinions] expressions.
501,expressions,a group of symbols that make a mathematical statement,3.8334500789642334,2.4,Ancient people used math to communicate. Their cave walls were full of their expressions.,Ancient people used math to communicate. Their cave walls were full of their [a group of symbols that make a mathematical statement] expressions.
502,expressions,the communication (in speech or writing) of your beliefs or opinions,3.877241611480713,4.2,Ancient people used math to communicate. Their cave walls were full of their expressions.,Ancient people used math to communicate. Their cave walls were full of their [the communication (in speech or writing) of your beliefs or opinions] expressions.
503,expressions,a group of symbols that make a mathematical statement,3.6096088886260986,3.6,Ancient people used math to communicate. Their cave walls were full of their expressions.,Ancient people used math to communicate. Their cave walls were full of their [a group of symbols that make a mathematical statement] expressions.
504,trunks,a long flexible snout as of an elephant,3.3019607067108154,3.4,Those trunks were the longest they had ever seen.,Those [a long flexible snout as of an elephant] trunks were the longest they had ever seen.
505,trunks,trousers that end at or above the knee,3.200801134109497,2.0,Those trunks were the longest they had ever seen.,Those [trousers that end at or above the knee] trunks were the longest they had ever seen.
506,trunks,a long flexible snout as of an elephant,3.5686583518981934,1.8,Those trunks were the longest they had ever seen.,Those [a long flexible snout as of an elephant] trunks were the longest they had ever seen.
507,trunks,trousers that end at or above the knee,3.461785316467285,3.6,Those trunks were the longest they had ever seen.,Those [trousers that end at or above the knee] trunks were the longest they had ever seen.
508,trunks,a long flexible snout as of an elephant,3.545487403869629,3.4,Those trunks were the longest they had ever seen.,Those [a long flexible snout as of an elephant] trunks were the longest they had ever seen.
509,trunks,trousers that end at or above the knee,3.4227147102355957,1.6,Those trunks were the longest they had ever seen.,Those [trousers that end at or above the knee] trunks were the longest they had ever seen.
510,dummy,an ignorant or foolish person,3.244377851486206,4.2,He felt like a dummy after tripping and falling on the floor.,He felt like a [an ignorant or foolish person] dummy after tripping and falling on the floor.
511,dummy,a figure representing the human form,3.224766731262207,1.4,He felt like a dummy after tripping and falling on the floor.,He felt like a [a figure representing the human form] dummy after tripping and falling on the floor.
512,dummy,an ignorant or foolish person,3.254279136657715,5.0,He felt like a dummy after tripping and falling on the floor.,He felt like a [an ignorant or foolish person] dummy after tripping and falling on the floor.
513,dummy,a figure representing the human form,3.2537221908569336,2.4,He felt like a dummy after tripping and falling on the floor.,He felt like a [a figure representing the human form] dummy after tripping and falling on the floor.
514,dummy,an ignorant or foolish person,3.4470694065093994,4.6,He felt like a dummy after tripping and falling on the floor.,He felt like a [an ignorant or foolish person] dummy after tripping and falling on the floor.
515,dummy,a figure representing the human form,3.419590473175049,2.0,He felt like a dummy after tripping and falling on the floor.,He felt like a [a figure representing the human form] dummy after tripping and falling on the floor.
516,dummies,an ignorant or foolish person,3.3844194412231445,3.2,The CPR instructor was frustrated by the dummies in class.,The CPR instructor was frustrated by the [an ignorant or foolish person] dummies in class.
517,dummies,a figure representing the human form,3.385408401489258,3.4,The CPR instructor was frustrated by the dummies in class.,The CPR instructor was frustrated by the [a figure representing the human form] dummies in class.
518,dummies,an ignorant or foolish person,3.613013744354248,1.6,The CPR instructor was frustrated by the dummies in class.,The CPR instructor was frustrated by the [an ignorant or foolish person] dummies in class.
519,dummies,a figure representing the human form,3.5056493282318115,4.4,The CPR instructor was frustrated by the dummies in class.,The CPR instructor was frustrated by the [a figure representing the human form] dummies in class.
520,dummies,an ignorant or foolish person,3.653754949569702,3.2,The CPR instructor was frustrated by the dummies in class.,The CPR instructor was frustrated by the [an ignorant or foolish person] dummies in class.
521,dummies,a figure representing the human form,3.5894713401794434,3.2,The CPR instructor was frustrated by the dummies in class.,The CPR instructor was frustrated by the [a figure representing the human form] dummies in class.
522,combination,a sequence of numbers or letters that opens a combination lock,3.208191156387329,3.2,The combination of the safe and the new team's strategy proved to be unbeatable.,The [a sequence of numbers or letters that opens a combination lock] combination of the safe and the new team's strategy proved to be unbeatable.
523,combination,a collection of things that have been combined; an assemblage of separate parts or qualities,3.2892632484436035,3.4,The combination of the safe and the new team's strategy proved to be unbeatable.,The [a collection of things that have been combined; an assemblage of separate parts or qualities] combination of the safe and the new team's strategy proved to be unbeatable.
524,combination,a sequence of numbers or letters that opens a combination lock,3.2584609985351562,3.2,The combination of the safe and the new team's strategy proved to be unbeatable.,The [a sequence of numbers or letters that opens a combination lock] combination of the safe and the new team's strategy proved to be unbeatable.
525,combination,a collection of things that have been combined; an assemblage of separate parts or qualities,3.2589170932769775,4.0,The combination of the safe and the new team's strategy proved to be unbeatable.,The [a collection of things that have been combined; an assemblage of separate parts or qualities] combination of the safe and the new team's strategy proved to be unbeatable.
526,combination,a sequence of numbers or letters that opens a combination lock,3.3924872875213623,3.6,The combination of the safe and the new team's strategy proved to be unbeatable.,The [a sequence of numbers or letters that opens a combination lock] combination of the safe and the new team's strategy proved to be unbeatable.
527,combination,a collection of things that have been combined; an assemblage of separate parts or qualities,3.410275936126709,3.2,The combination of the safe and the new team's strategy proved to be unbeatable.,The [a collection of things that have been combined; an assemblage of separate parts or qualities] combination of the safe and the new team's strategy proved to be unbeatable.
528,combination,a sequence of numbers or letters that opens a combination lock,3.2878713607788086,5.0,The task was to find the right combination.,The task was to find the right [a sequence of numbers or letters that opens a combination lock] combination.
529,combination,a group of people (often temporary) having a common purpose,3.546325445175171,1.6,The task was to find the right combination.,The task was to find the right [a group of people (often temporary) having a common purpose] combination.
530,combination,a sequence of numbers or letters that opens a combination lock,3.3881514072418213,1.8,The task was to find the right combination.,The task was to find the right [a sequence of numbers or letters that opens a combination lock] combination.
531,combination,a group of people (often temporary) having a common purpose,3.428297996520996,5.0,The task was to find the right combination.,The task was to find the right [a group of people (often temporary) having a common purpose] combination.
532,combination,a sequence of numbers or letters that opens a combination lock,3.4322571754455566,3.0,The task was to find the right combination.,The task was to find the right [a sequence of numbers or letters that opens a combination lock] combination.
533,combination,a group of people (often temporary) having a common purpose,3.608879566192627,2.4,The task was to find the right combination.,The task was to find the right [a group of people (often temporary) having a common purpose] combination.
534,ribbing,a framework of ribs,3.430915117263794,2.4,John did not like the ribbing at all.,John did not like the [a framework of ribs] ribbing at all.
535,ribbing,the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances,3.7092301845550537,3.2,John did not like the ribbing at all.,John did not like the [the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances] ribbing at all.
536,ribbing,a framework of ribs,3.324451446533203,1.4,John did not like the ribbing at all.,John did not like the [a framework of ribs] ribbing at all.
537,ribbing,the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances,3.576289415359497,5.0,John did not like the ribbing at all.,John did not like the [the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances] ribbing at all.
538,ribbing,a framework of ribs,3.400329351425171,1.4,John did not like the ribbing at all.,John did not like the [a framework of ribs] ribbing at all.
539,ribbing,the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances,3.7115917205810547,4.4,John did not like the ribbing at all.,John did not like the [the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances] ribbing at all.
540,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,3.405682325363159,5.0,They are overwhelmed by the level of the storm.,They are overwhelmed by the level of the [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm.
541,storm,a violent commotion or disturbance,3.329976797103882,1.8333333333333333,They are overwhelmed by the level of the storm.,They are overwhelmed by the level of the [a violent commotion or disturbance] storm.
542,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,3.4212610721588135,3.6,They are overwhelmed by the level of the storm.,They are overwhelmed by the level of the [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm.
543,storm,a violent commotion or disturbance,3.3310611248016357,2.2,They are overwhelmed by the level of the storm.,They are overwhelmed by the level of the [a violent commotion or disturbance] storm.
544,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,3.4231722354888916,5.0,They are overwhelmed by the level of the storm.,They are overwhelmed by the level of the [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm.
545,storm,a violent commotion or disturbance,3.342395305633545,2.0,They are overwhelmed by the level of the storm.,They are overwhelmed by the level of the [a violent commotion or disturbance] storm.
546,storm,a direct and violent assault on a stronghold,3.9951295852661133,4.2,The storm arrived suddenly.,The [a direct and violent assault on a stronghold] storm arrived suddenly.
547,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,4.081055641174316,3.0,The storm arrived suddenly.,The [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm arrived suddenly.
548,storm,a direct and violent assault on a stronghold,3.755056381225586,2.0,The storm arrived suddenly.,The [a direct and violent assault on a stronghold] storm arrived suddenly.
549,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,3.7854163646698,4.8,The storm arrived suddenly.,The [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm arrived suddenly.
550,storm,a direct and violent assault on a stronghold,4.140729904174805,2.2,The storm arrived suddenly.,The [a direct and violent assault on a stronghold] storm arrived suddenly.
551,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,4.108491897583008,4.4,The storm arrived suddenly.,The [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm arrived suddenly.
552,storm,a direct and violent assault on a stronghold,3.9993174076080322,4.6,It's uneasy in battle; everyone is preparing for the storm.,It's uneasy in battle; everyone is preparing for the [a direct and violent assault on a stronghold] storm.
553,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,4.003829002380371,2.0,It's uneasy in battle; everyone is preparing for the storm.,It's uneasy in battle; everyone is preparing for the [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm.
554,storm,a direct and violent assault on a stronghold,3.6730902194976807,1.2,It's uneasy in battle; everyone is preparing for the storm.,It's uneasy in battle; everyone is preparing for the [a direct and violent assault on a stronghold] storm.
555,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,3.6693592071533203,3.6,It's uneasy in battle; everyone is preparing for the storm.,It's uneasy in battle; everyone is preparing for the [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm.
556,storm,a direct and violent assault on a stronghold,3.9859566688537598,3.8,It's uneasy in battle; everyone is preparing for the storm.,It's uneasy in battle; everyone is preparing for the [a direct and violent assault on a stronghold] storm.
557,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,3.9729318618774414,4.2,It's uneasy in battle; everyone is preparing for the storm.,It's uneasy in battle; everyone is preparing for the [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm.
558,storm,a direct and violent assault on a stronghold,3.524817705154419,3.4,He didn't feel the same after the storm.,He didn't feel the same after the [a direct and violent assault on a stronghold] storm.
559,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,3.6070830821990967,4.4,He didn't feel the same after the storm.,He didn't feel the same after the [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm.
560,storm,a direct and violent assault on a stronghold,3.60863995552063,2.0,He didn't feel the same after the storm.,He didn't feel the same after the [a direct and violent assault on a stronghold] storm.
561,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,3.6192500591278076,5.0,He didn't feel the same after the storm.,He didn't feel the same after the [a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning] storm.
